nomcoor,municipi,lloc,estil,epoca,lat,lon,prot,idprot,imatge
Castell de Grevalosa (Castellfollit del Boix),Castellfollit del Boix,Cogulló de Can Torre,,Medieval,41.687344,1.686293,BCIN,652-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Castell_de_la_Grevalosa_-_Castellfullit_del_Boix_CIC_20100202_09536.jpg/218px-Castell_de_la_Grevalosa_-_Castellfullit_del_Boix_CIC_20100202_09536.jpg
Castell de Maians (Castellfollit del Boix),Castellfollit del Boix,,,Medieval,41.637591,1.703429,BCIN,653-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Castell_de_Maians_-_Castellfollit_del_Boix_CIC_20110926_00602.jpg/218px-Castell_de_Maians_-_Castellfollit_del_Boix_CIC_20110926_00602.jpg
Castell de Castellgalí (Castellgalí),Castellgalí,"Turó del Castell, a 200 m a llevant del poble, sobre cal Casajoana",Romànic,XI,41.678456,1.844229,BCIN,656-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Castell_de_Castellgalí_-_Castellgalí_CIC_20110926_00588.jpg/218px-Castell_de_Castellgalí_-_Castellgalí_CIC_20110926_00588.jpg
Torre de Castellnou de Bages,Castellnou de Bages,"Camí de Castellnou a Balsareny, poc després de la urbanització de La Figuera.",Romànic,XI-XII,41.851038,1.830032,BCIN,657-MH,"http://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Castellnou_de_Bages,_torre_del_Moro.jpg/218px-Castellnou_de_Bages,_torre_del_Moro.jpg"
Monestir de Santa Maria de l'Estany,L'Estany,,"Romànic, gòtic","XII-XIII, XIV, XVI-XVII",41.869370,2.112568,BCIN,118-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Santa_Maria_de_l'Estany._La_capçalera.JPG/218px-Santa_Maria_de_l'Estany._La_capçalera.JPG
Església parroquial de Sant Vicenç de Fals (Fonollosa),Fonollosa,Castell de Fals,Renaixement,XVII,41.756842,1.735527,BCIN,ZA,
Castell de Fals (Fonollosa),Fonollosa,Fals,,"XI, XIII-XIV",41.756736,1.735182,BCIN,855-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Torres_de_Fals.jpg/218px-Torres_de_Fals.jpg
La Torre (Fonollosa),Fonollosa,Mas la Torre. Fals,,XII,41.74524,1.724845,BCIN,856-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/2/27/La_Torre_-_Fals_CIC_20110916_00024.jpg/218px-La_Torre_-_Fals_CIC_20110916_00024.jpg
Castell de Gaià,Gaià,Turó de Santa Àgata,,Medieval,41.918928,1.919571,BCIN,874-MH-ZA,
Torre de Santa Caterina (Manresa),Manresa,"Ctra. Manresa-Igualada, km 9",Obra popular,XIX,41.718455,1.826472,BCIN,4037-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Manresa_-_Torre_de_Santa_Caterina.jpg/218px-Manresa_-_Torre_de_Santa_Caterina.jpg
Creu de terme de Coll Manresa (Manresa),Manresa,"Ctra. Manresa-Igualada km 0,3",Obra popular,XV,41.721722,1.817444,BCIN,4039-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Creu_de_Terme_de_Coll_-_Manresa_CIC_20110926_00598.jpg/218px-Creu_de_Terme_de_Coll_-_Manresa_CIC_20110926_00598.jpg
Creu de terme del Pont Vell (Manresa),Manresa,"Ctra. d'Esparraguera, a 40 m del Pont Vell",Obra popular,XVI,41.722063,1.831119,BCIN,4040-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Creu_de_Terme_del_Pont_Vell_-_Manresa_CIC_20110926_00557.jpg/218px-Creu_de_Terme_del_Pont_Vell_-_Manresa_CIC_20110926_00557.jpg
Torre dels Comtals (Manresa),Manresa,"Colònia els Comtals, antiga via de Boades a Manresa.",Obra popular,XII,41.697000,1.843165,BCIN,4038-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Torre_dels_Comtals_-_Manresa_CIC_20110926_00573.jpg/218px-Torre_dels_Comtals_-_Manresa_CIC_20110926_00573.jpg
Església de Santa Maria de l'Alba (Manresa),Manresa,"Baixada de la Seu, 1",Gòtic,XIV-XV,41.722056,1.827612,BCIN,151-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Seu_de_Manresa.JPG/218px-Seu_de_Manresa.JPG
Pont Vell (Manresa),Manresa,,Gòtic,XIII-XIV,41.720721,1.830015,BCIN,150-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Manresa_pont.jpg/218px-Manresa_pont.jpg
Antic Col·legi de Sant Ignasi (Manresa),Manresa,"Via de sant Ignasi, c. Vidal i Barraquer, c. Viladordis","Barroc, Obra popular","XVIII, XIX",41.724731,1.830486,BCIN,4155-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Antic_Col.legi_de_St._Ignasi_-_Manresa_CIC_20110926_00563.jpg/218px-Antic_Col.legi_de_St._Ignasi_-_Manresa_CIC_20110926_00563.jpg
Casino (Manresa),Manresa,"Pg. de Pere III, 27",Modernisme,XX,41.727269,1.823281,BCIN,156-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Casino_de_Manresa.JPG/218px-Casino_de_Manresa.JPG
Recinte emmurallat de Manresa,Manresa,,"Romànic, gòtic","X, XII, XIII",41.721672,1.827232,BCIN,1019-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Id_RI-51-0005521.jpg/218px-Id_RI-51-0005521.jpg
La Culla (Manresa),Manresa,,Obra popular,XVII,41.720645,1.839795,BCIN,1021-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/La_Culla_-_Manresa_CIC_20110926_00569.jpg/218px-La_Culla_-_Manresa_CIC_20110926_00569.jpg
Restes de la fortalesa al Puigterrà (Manresa),Manresa,,,,41.727949,1.826507,BCIN,1020-MH,
Can Miralda - Els Panyos (Manresa),Manresa,"Francesc Moragues, 36-64",Obra popular,XIX,41.723513,1.815008,BCIN,4027-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Manresa_-_Fàbrica_dels_Panyos.JPG/218px-Manresa_-_Fàbrica_dels_Panyos.JPG
Castell de Rodors (Moià),Moià,Rodors,,X,41.839669,2.083961,BCIN,3987-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Castell_de_Rodors.jpg/218px-Castell_de_Rodors.jpg
Escut de Moià al carrer del Pont (Moià),Moià,C. del Pont,Barroc,XVII-XVIII,41.812661,2.096831,BCIN,3984-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Escut_de_Moià_darrere_l'església_de_Santa_Maria.jpg/218px-Escut_de_Moià_darrere_l'església_de_Santa_Maria.jpg
Escut de la Font Vella (Moià),Moià,C. Francesc Viñas,Obra popular,XVIII,41.812689,2.096963,BCIN,3985-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Moià_-_3985-MH.jpg/218px-Moià_-_3985-MH.jpg
Torre de Casanova (Moià),Moià,"Ctra. N-141, km 30-31",Obra popular,XVI-XVIII,41.819107,2.136919,BCIN,3986-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Torre_d'en_Rafael_de_Casanova.jpg/218px-Torre_d'en_Rafael_de_Casanova.jpg
Creu de terme de la Capella del Remei (Moià),Moià,"C. Rafael Casanova, 13",Gòtic tardà,XVI,41.811591,2.098266,BCIN,3988-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Id_3988-MH.jpg/218px-Id_3988-MH.jpg
Castell de Clarà (Moià),Moià,Muntanya de Sant Andreu,Romànic,XI-XII,41.820278,2.080175,BCIN,1044-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Castell_de_Clarà_3.JPG/218px-Castell_de_Clarà_3.JPG
Castellnou de la Plana (Moià),Moià,Al sud-est de Moià,"Gòtic-renaixement, obra popular",XIV-XV,41.802529,2.103518,BCIN,1045-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Castellnou_de_la_Plana.jpg/218px-Castellnou_de_la_Plana.jpg
El Saiol Comtal (Moià),Moià,A 2 km al sud-oest de Moià,Obra popular,XVI,41.806890,2.096282,BCIN,1046-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/El_Saiol_Comtal.jpg/218px-El_Saiol_Comtal.jpg
Casa natal de Rafael Casanova (Moià),Moià,"C. Rafael Casanova, 17","Gòtic tardà, barroc",XVI-XVIII,41.811505,2.098294,BCIN,364-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Casa_natal_de_Rafael_Casanova_(Moià).jpg/218px-Casa_natal_de_Rafael_Casanova_(Moià).jpg
Pont sobre el Llobregat (Monistrol de Montserrat),Monistrol de Montserrat,,Gòtic,XIV,41.610671,1.846909,BCIN,160-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/RI-51-0000449.jpg/218px-RI-51-0000449.jpg
La Bestorre (Monistrol de Montserrat),Monistrol de Montserrat,,Romànic,XI,41.609121,1.845132,BCIN,1053-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Monistrol_-_La_Bestorre.jpg/218px-Monistrol_-_La_Bestorre.jpg
Castell de Mura,Mura,Zona Sant Lleïr,,XII-XIII,41.697405,1.994442,BCIN,1109-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Castell_de_Mura-_El_Bages.JPG/218px-Castell_de_Mura-_El_Bages.JPG
Castell de Castelladral (Navàs),Navàs,,,XVI,41.898961,1.779716,BCIN,1111-MH-ZA,
Castell de Mujal (Navàs),Navàs,,,XVI,41.893638,1.855287,BCIN,1112-MH,
Església de Santa Maria del Marquet (el Pont de Vilomara i Rocafort),El Pont de Vilomara i Rocafort,,"Preromànic, romànic",X-XI,41.692888,1.873053,BCIN,163-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Santa_Maria_de_Matadars_.jpg/218px-Santa_Maria_de_Matadars_.jpg
Castell de Rocafort (el Pont de Vilomara i Rocafort),El Pont de Vilomara i Rocafort,,,XI-XIV,41.716389,1.925278,BCIN,1288-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Ruinas_del_castillo_de_Rocafort.jpg/218px-Ruinas_del_castillo_de_Rocafort.jpg
Castell de Rajadell,Rajadell,,,XV-XVI,41.728611,1.705833,BCIN,1347-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Castell_Rajadell_IMG_8772.JPG/218px-Castell_Rajadell_IMG_8772.JPG
Castell de Sallent,Sallent,,,XII-XIV,41.818172,1.902872,BCIN,1388-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Id_RI-51-0005626.jpg/218px-Id_RI-51-0005626.jpg
Castell de Cornet (Sallent),Sallent,,,XII-XIII,41.866011,1.917018,BCIN,1389-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Castell_de_Cornet_-_Sallent_CIC_20110922_00309.jpg/218px-Castell_de_Cornet_-_Sallent_CIC_20110922_00309.jpg
Torre de Serra-sanç (Sallent),Sallent,,,XII,41.847572,1.894915,BCIN,1390-MH,
Castell de la Cirera (Sant Feliu Sasserra),Sant Feliu Sasserra,"Ctra. Avinyó - Sant Feliu, km 61 camí a dreta, a 1 km",Romànic,XI-XII,41.924697,2.020171,BCIN,1458-MH,
Torre Vilaclara (Sant Feliu Sasserra),Sant Feliu Sasserra,"C. Vilaclara, 16",,XIX,41.945500,2.020477,BCIN,1459-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Torre_Vilaclara_P1130680.JPG/218px-Torre_Vilaclara_P1130680.JPG
Monestir de Sant Benet de Bages (Sant Fruitós de Bages),Sant Fruitós de Bages,,"Romànic, gòtic","XII-XIII, XIV, XV, XVII",41.742634,1.899249,BCIN,190-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Monasterio_de_Sant_Benet_de_Bages_-_001.jpg/218px-Monasterio_de_Sant_Benet_de_Bages_-_001.jpg
Torre de Sant Martí (Sant Fruitós de Bages),Sant Fruitós de Bages,Turó de Sant Martí,,XIX,41.756391,1.877707,BCIN,1460-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Torre_de_Guaita_-_St._Fruitós_de_Bages_CIC_20110916_00023.jpg/218px-Torre_de_Guaita_-_St._Fruitós_de_Bages_CIC_20110916_00023.jpg
Torre del telègraf (Sant Joan de Vilatorrada),Sant Joan de Vilatorrada,Sant Martí de Torroella,Obra popular,XIX,41.776290,1.790467,BCIN,585-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Torre_del_Telègraf_-_Sant_Joan_de_Vilatorrada_CIC_20110926_00553.jpg/218px-Torre_del_Telègraf_-_Sant_Joan_de_Vilatorrada_CIC_20110926_00553.jpg
Castell de Sant Mateu (Sant Mateu de Bages),Sant Mateu de Bages,,Obra popular,Medieval,41.801076,1.741831,BCIN,1506-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Castell_de_Sant_Mateu_de_Bages.jpg/218px-Castell_de_Sant_Mateu_de_Bages.jpg
Castell de Coaner (Sant Mateu de Bages),Sant Mateu de Bages,,Romànic,XI-XIV,41.832681,1.713229,BCIN,1507-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Castell_de_Coaner.jpg/218px-Castell_de_Coaner.jpg
Castell de Claret dels Cavallers (Sant Mateu de Bages),Sant Mateu de Bages,,Obra popular,XII,41.821647,1.646556,BCIN,1508-MH,
Castell de Castelltallat (Sant Mateu de Bages),Sant Mateu de Bages,,,,41.793932,1.632386,BCIN,1509-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Castelltallat_14_gener_2006_002.JPG/218px-Castelltallat_14_gener_2006_002.JPG
El Castellot (Sant Mateu de Bages),Sant Mateu de Bages,,,XIV-XV,41.799381,1.635361,BCIN,1510-MH,
La Sala (Sant Mateu de Bages),Sant Mateu de Bages,,,XII,41.819967,1.730498,BCIN,1511-MH,
Castell de Guardiola (Sant Salvador de Guardiola),Sant Salvador de Guardiola,,,XI-XII,41.671278,1.761977,BCIN,1543-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Castell_de_Guardiola_-_Sant_Salvador_de_Guardiola_CIC_20110926_00613.jpg/218px-Castell_de_Guardiola_-_Sant_Salvador_de_Guardiola_CIC_20110926_00613.jpg
Castell de Castellet (Sant Vicenç de Castellet),Sant Vicenç de Castellet,Zona la Farinera,,XIII-XIV,41.66375,1.850694,BCIN,1544-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Castellet_(Sant_Vicenç_de_Castellet).jpg/218px-Castellet_(Sant_Vicenç_de_Castellet).jpg
Castell d'Oló (Santa Maria d'Oló),Santa Maria d'Oló,,,"Medieval, XVIII",41.870267,2.034171,BCIN,1418-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/ID_RI-51-0005704.jpg/218px-ID_RI-51-0005704.jpg
Castell d'Aguiló (Santa Maria d'Oló),Santa Maria d'Oló,,,,41.892766,2.027886,BCIN,1419-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/ID_RI-51-0005705.jpg/218px-ID_RI-51-0005705.jpg
La Torre (Santa Maria d'Oló),Santa Maria d'Oló,,,Medieval,41.870485,2.033978,BCIN,1420-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/ID_RI-51-0005706.jpg/218px-ID_RI-51-0005706.jpg
Murs i portals (Santpedor),Santpedor,,,XIV-XVIII,41.785427,1.8387,BCIN,1521-MH,
La Torre del Fusteret (Súria),Súria,,Romànic,XI,41.814346,1.761714,BCIN,ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Súria_-_Torre_del_Fusteret.jpg/218px-Súria_-_Torre_del_Fusteret.jpg
Castell de Súria,Súria,"C. Major, al Poble Vell",,XIII-XVI,41.835092,1.75175,BCIN,1584-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Súria_-_Castell_i_església_de_la_Mare_de_Déu.jpg/218px-Súria_-_Castell_i_església_de_la_Mare_de_Déu.jpg
Barri del Poble Vell (Súria),Súria,"Pl. Major, c. Major, c. de la Mura, façana riu",,XII-XIII,41.834647,1.751652,BCIN,,http://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Súria_Bages_Catalonia.jpg/218px-Súria_Bages_Catalonia.jpg
Torre de Salipota (Súria),Súria,Dalt d'un turó. [[Salipota]],,XIX (1848),41.831980,1.744920,BCIN,1585-MH,
Castell de Talamanca (Talamanca),Talamanca,C. del Castell 12,"Romànic, gòtic",XI-XVII,41.739131,1.976397,BCIN,1590-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Talamanca1.JPG/218px-Talamanca1.JPG
Torre del Grauet (Aguilar de Segarra),Aguilar de Segarra,,"Assentament militar, torre",Des de Medieval a Medieval (400/1492),41.711629,1.622269,BCIN,ZA,
Restes ibèriques del Castell (Cardona),Cardona,,Lloc d'habitació amb estructures conservades,Des de Ferro-Ibèric Ple a Ferro-Ibèric Final (-300/-50),41.915085,1.684502,BCIN,ZA,
La Pola (Mura),Mura,Turó de la Pola,"Assentament militar, torre. Lloc d'habitació amb estructures conservades.",Des de Medieval Ocupació i domini musulmà a Medieval Catalunya vella sotmesa als Carolingis (715/988). Medieval Baixa Edat Mitjana (1300/1492). Bronze? (-1800/-650).,41.651673,1.966612,BCIN,ZA,
El Cogulló (Sallent),Sallent,Turó del Cogulló,"Lloc d'habitació amb estructures conservades, poblat ",Des de Ferro-Ibèric Ple a Ferro-Ibèric Final (-450/-50),41.808567,1.887951,BCIN,ZA,
Castell de l'Albiol,L'Albiol,Dalt del turó del Castell,"Obra popular, romànic","XIII-XVI, XII",41.253065,1.088738,BCIN,748-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Castell_albiol_1.JPG/218px-Castell_albiol_1.JPG
Castell d'Alforja,Alforja,"C. de l'Hospital, c. Major",Obra popular,Medieval,41.209038,0.976181,BCIN,768-MH,"http://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/CASTELL_D'ALFORJA,_BAIX_CAMP_05.jpg/218px-CASTELL_D'ALFORJA,_BAIX_CAMP_05.jpg"
Torre dels Moros (Arbolí),Arbolí,El Gorguet,Obra popular,XIII-XIV,41.259220,0.975240,BCIN,810-MH,
Muralla de Cambrils,Cambrils,C. de la Corona d'Aragó,Obra popular,XIV,41.076051,1.051047,BCIN,4022-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Muralla_de_Cambrils.JPG/218px-Muralla_de_Cambrils.JPG
Castell de Vilafortuny (Cambrils),Cambrils,Av. de Vilafortuny,"Obra popular, gòtic tardà","XI, XV",41.072361,1.096389,BCIN,ZA,
Església parroquial de Santa Maria (Cambrils),Cambrils,Pl. de l'Església,"Barroc, historicisme","XVI, XVIII",41.074391,1.051833,BCIN,ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/7/70/SantaMariaCambrils.JPG/218px-SantaMariaCambrils.JPG
Torre del santuari del Camí (Cambrils),Cambrils,C. Verge del Camí,,XVI,41.071331,1.050946,BCIN,598-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Torre_del_santuari_del_Camí-_a1.JPG/218px-Torre_del_santuari_del_Camí-_a1.JPG
Torre del barri de la Marina (Cambrils),Cambrils,C. del Consolat de Mar,Obra popular,XVII,41.065361,1.060028,BCIN,599-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Cambrils_-_Torre_del_Barri_de_la_Marina_-_DSC_6026_W.jpg/218px-Cambrils_-_Torre_del_Barri_de_la_Marina_-_DSC_6026_W.jpg
Torre de l'Hort de Maria (Cambrils),Cambrils,C. de Creus,Obra popular,XVI,41.074506,1.050995,BCIN,802-MH,
Torre del Mas del Bisbe (Cambrils),Cambrils,"Ctra. N-340, km 1147",Obra popular,XVI,41.085747,1.084675,BCIN,600-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Torre_del_mas_del_Bisbe-_a1.JPG/218px-Torre_del_mas_del_Bisbe-_a1.JPG
Torre de l'Esquirol (Cambrils),Cambrils,"Pg. Marítim de Llevant, platja de l'Esquirol",Obra popular,XIX,41.064388,1.085029,BCIN,1803-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Cambrils_-_Torre_de_l'Esquirol_-_DSC_6019_W.jpg/218px-Cambrils_-_Torre_de_l'Esquirol_-_DSC_6019_W.jpg
Parc Samà (Cambrils),Cambrils,Ctra. T-312 Vinyols i els Arcs,"Eclecticisme, neoclassicisme-romàntic",XIX,41.10553,1.02044,BCIN,315-JH,http://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Parc_Samà_(Cambrils)_-_13.jpg/218px-Parc_Samà_(Cambrils)_-_13.jpg
Castell de la Mola (Colldejou),Colldejou,Al cim de la Mola,Obra popular,XIX,41.107475,0.873984,BCIN,4093-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Castell_de_la_Mola_de_Colldejou.jpg/218px-Castell_de_la_Mola_de_Colldejou.jpg
Torre del Mas de l'Hereu (Montbrió del Camp),Montbrió del Camp,"Ctra. T-310, km 12,250",Obra popular,XVII,41.107602,0.981506,BCIN,4091-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Des_del_mirador_del_parc_Samà.jpg/218px-Des_del_mirador_del_parc_Samà.jpg
Torre de la Closa (Montbrió del Camp),Montbrió del Camp,Pl. de la Vila,Obra popular,XIV,41.120762,1.003363,BCIN,4092-MH,
Fortalesa i botiga del blat de Barcelona (Mont-roig del Camp),Mont-roig del Camp,Partida de Miramar,,XV,41.026392,0.955878,BCIN,1102-MH-ZA,"http://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Fortalesa_i_botiga_del_blat_de_Barcelona,_de_Miramar-2.JPG/218px-Fortalesa_i_botiga_del_blat_de_Barcelona,_de_Miramar-2.JPG"
Mas Miró (Mont-roig del Camp),Mont-roig del Camp,Partida de les Pobles,Neoclassicisme-romàntic,XVIII-XIX,41.060764,0.993776,BCIN,3906-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Mas_Miró.jpg/218px-Mas_Miró.jpg
Castell de Prades,Prades,"C. Costa i Castell, 40",Romànic,XII-XIII,41.309973,0.986294,BCIN,1306-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Castell_de_Prades.JPG/218px-Castell_de_Prades.JPG
Portal fortificat de Prades,Prades,Pl. de Sant Roc,,XIV-XV,41.309518,0.988407,BCIN,1307-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Portal_fortificat_de_Prades_-_5.jpg/218px-Portal_fortificat_de_Prades_-_5.jpg
Clos emmurallat de Prades,Prades,,Renaixement,"XI-XVIII, XXI",41.30957,0.98735,BCIN,-CH,http://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Portal_fortificat_de_Prades_-_2.jpg/218px-Portal_fortificat_de_Prades_-_2.jpg
Torre de defensa (Pratdip),Pratdip,C. Portal,,XV-XVI,41.052651,0.872520,BCIN,1309-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Torre_de_defensa-_Pratdip.JPG/218px-Torre_de_defensa-_Pratdip.JPG
Castell de Pratdip,Pratdip,C. del Castell,Gòtic,,41.050157,0.871835,BCIN,3824-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Pratdip_-_Castell.jpg/218px-Pratdip_-_Castell.jpg
Torre del Capet (Pratdip),Pratdip,C. del Portal,,XV-XVI,41.051115,0.871376,BCIN,1310-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Torre_del_Capet-_Pratdip.JPG/218px-Torre_del_Capet-_Pratdip.JPG
"Edifici El Círcol, Teatre Fortuny i porxos de la plaça Prim (Reus)",Reus,"Pl. de Prim, 4",Eclecticisme,XIX Final,41.156222,1.106567,BCIN,,http://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Teatre_Fortuny_de_Reus.JPG/218px-Teatre_Fortuny_de_Reus.JPG
Institut Pere Mata (Reus),Reus,"Ctra. Institut Pere Mata, 1, partida de Monterols",Modernisme<br />Domènech i Montaner,XIX-XX (1897-1912),41.165608,1.085927,BCIN,,http://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Reus-peremata.jpg/218px-Reus-peremata.jpg
Museu d'Art i Història de Reus,Reus,"Pl. de la Llibertat, 13",Monumentalisme academicista,XX,41.158574,1.106901,BCIN,,http://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Edifici_Caixa_de_Pensions_a_Reus_1.JPG/218px-Edifici_Caixa_de_Pensions_a_Reus_1.JPG
Casa Navàs (Reus),Reus,"Pl. Mercadal, 5",Modernisme<br />Lluís Domènech i Montaner,XX (1907),41.154870,1.108559,BCIN,1271-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Casa_Navas.Domenech_Muntaner-01.jpg/218px-Casa_Navas.Domenech_Muntaner-01.jpg
Torre del Cambrer (Reus),Reus,"Pl. del castell, 3A",,Medieval,41.156296,1.110640,BCIN,1350-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Torre_del_Cambrer_(Reus)_2012-09-27_17-51-32.jpg/218px-Torre_del_Cambrer_(Reus)_2012-09-27_17-51-32.jpg
Mas Calbó (Reus),Reus,"Ctra. de Salou, partida de Mascalvó",,Medieval,41.110161,1.125819,BCIN,1349-MH-ZA,
Casa Rull (Reus),Reus,"C. de Sant Joan, 27",Modernisme<br />Lluís Domènec i Muntaner,XX (1900),41.156270,1.104088,BCIN,383-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/DiM-Reus-CasaRull.jpg/218px-DiM-Reus-CasaRull.jpg
Castell monestir d'Escornalbou (Riudecanyes),Riudecanyes,Ctra. TP-3211 d'Escornalbou,Romànic,"XII-XIII, XX",41.127778,0.915556,BCIN,1373-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Castell_monestir_d'Escornalbou_(Riudecanyes)_-_8.jpg/218px-Castell_monestir_d'Escornalbou_(Riudecanyes)_-_8.jpg
